degree_type,technical_skills,soft_skills,cgpa,projects,internships,communication_level,technical_skill_level,years_of_experience,specialization,project_exp,package
2,18,4,3,3,0,4,2,5,1,15,15.55
5,12,4,3,4,4,2,5,2,1,8,15.24
3,12,1,3,7,5,4,4,4,2,28,17.41
6,11,7,3,3,3,2,3,1,1,3,16.24
1,7,10,2,4,4,1,2,1,3,4,13.54
6,2,10,1,5,2,2,5,4,1,20,15.41
7,11,4,3,6,3,3,3,5,3,30,17.11
4,10,3,2,2,3,4,4,1,4,2,15.34
5,3,3,2,9,5,1,5,2,3,18,17.02
1,20,1,3,10,5,2,5,2,1,20,21.36
2,8,6,3,7,0,5,3,5,5,35,14.86
5,8,2,2,4,5,3,4,4,5,16,16.5
5,4,4,1,2,2,1,4,5,4,10,12.49
5,4,3,3,9,0,2,3,5,6,45,16.89
4,5,9,2,0,2,5,3,3,3,0,15.04
5,1,7,3,9,0,5,1,5,3,45,17.15
3,17,2,3,4,5,3,3,1,3,4,16.56
7,8,9,1,4,5,4,4,5,5,20,17.71
6,7,3,2,3,1,4,2,1,2,3,11.19
5,15,6,3,8,2,4,1,2,2,16,17.37
1,5,3,3,0,1,1,5,2,2,0,16.07
5,2,3,2,4,5,4,3,5,4,20,18.04
1,7,4,2,0,5,2,2,3,4,0,13.57
3,8,9,1,5,1,5,3,2,5,10,13.81
1,7,8,3,9,5,1,5,2,2,18,17.7
6,7,1,2,8,3,4,2,0,6,0,14.28
2,14,1,1,10,0,2,3,4,1,40,16.21
1,18,7,3,1,4,3,5,4,3,4,16.31
1,6,3,2,3,1,2,5,1,2,3,15.67
2,4,7,3,7,3,5,2,1,6,7,18.99
6,10,9,1,2,2,2,5,3,3,6,13.25
5,18,3,1,6,4,2,3,1,3,6,16.98
1,12,3,2,6,5,1,2,0,4,0,17.52
3,7,10,1,9,3,4,5,2,6,18,15.54
2,6,1,2,3,4,5,3,1,2,3,14.16
6,3,6,3,7,0,5,1,1,2,7,14.77
5,12,6,1,9,4,1,1,2,5,18,15.09
7,10,5,3,8,5,5,4,4,6,32,20.23
7,20,9,1,0,4,4,2,0,3,0,13.54
4,19,5,1,10,1,1,5,0,1,0,14.29
2,8,9,2,0,5,5,3,2,4,0,15.1
7,3,3,2,8,4,4,3,3,5,24,17.95
1,7,10,3,9,4,5,4,5,4,45,17.04
7,7,4,2,9,0,1,4,4,3,36,12.85
3,2,8,2,0,4,1,2,5,3,0,16.6
2,10,6,3,6,2,4,3,3,1,18,17.21
4,19,7,1,2,0,5,4,1,4,2,13.79
2,9,7,3,9,0,4,2,5,5,45,15.68
2,16,4,2,3,1,1,4,3,3,9,13.15
4,19,6,3,3,3,5,3,4,2,12,16.8
6,18,9,1,7,1,4,1,3,2,21,11.69
4,16,8,3,7,3,3,2,5,2,35,15.97
1,13,7,2,8,4,1,5,1,1,8,15.33
3,10,4,2,10,2,1,5,5,5,50,17.81
3,20,10,1,6,2,3,3,2,5,12,11.43
2,14,3,3,0,1,2,1,1,6,0,12.93
6,12,7,3,6,3,4,4,5,6,30,17.02
6,19,10,1,5,2,2,4,1,1,5,16.12
1,7,9,1,4,3,5,1,4,1,16,14.13
2,15,10,1,4,5,4,3,5,2,20,14.32
6,8,10,3,5,3,4,2,4,1,20,15.04
2,10,9,2,3,1,3,2,0,4,0,12.2
7,4,8,2,0,1,1,2,5,4,0,10.24
6,19,3,2,7,2,3,3,0,2,0,15.5
7,15,4,1,10,1,3,5,4,6,40,12.92
6,14,6,2,3,0,2,3,3,5,9,11.33
3,1,10,1,6,1,3,1,4,4,24,12.77
5,16,2,3,2,4,1,5,2,5,4,15.68
7,10,8,3,7,0,4,3,2,2,14,14.17
1,19,9,3,6,3,2,3,2,5,12,17.59
1,3,7,2,4,5,3,2,2,4,8,16.35
2,18,10,2,5,1,4,5,4,1,20,16.88
6,11,4,2,5,2,2,3,1,6,5,14.92
3,16,1,3,1,5,1,2,1,4,1,13.36
6,12,7,2,4,2,4,3,0,3,0,15.52
1,6,7,1,3,2,1,2,3,5,9,11.13
2,8,1,3,2,3,3,1,3,5,6,16.28
7,12,10,3,8,3,5,5,1,5,8,17.27
1,2,9,2,10,3,4,4,0,2,0,15.77
1,9,6,2,6,1,5,4,5,2,30,15.67
5,15,7,2,3,3,2,5,4,4,12,16.6
5,2,1,3,8,2,2,3,2,6,16,16.45
7,1,1,3,8,0,1,2,1,3,8,16.48
4,10,4,2,6,0,4,4,0,6,0,13.3
7,2,7,2,4,5,1,5,0,1,0,17.19
5,12,8,3,8,0,1,4,2,6,16,16.03
1,8,10,3,6,0,2,4,1,3,6,16.45
3,5,9,3,8,0,2,4,4,2,32,15.29
7,1,1,2,10,5,4,3,4,5,40,18.05
3,6,4,3,10,0,4,4,1,2,10,18.4
3,12,3,2,8,0,5,4,5,5,40,14.59
7,13,1,1,4,5,5,1,3,5,12,15.68
6,19,9,3,1,1,2,3,0,2,0,13.85
2,1,8,3,0,4,3,3,3,6,0,18.85
5,11,2,2,2,0,3,2,1,5,2,10.27
5,20,2,3,6,5,1,2,4,2,24,15.66
6,1,8,2,2,5,3,1,4,6,8,14.42
2,8,1,3,9,3,4,2,4,3,36,19.26
1,5,7,3,9,1,2,4,2,5,18,14.6
4,17,9,3,10,5,2,4,2,6,20,18.65
7,8,3,3,8,5,1,2,5,5,40,18.23
1,2,6,2,10,3,2,1,0,1,0,12.93
5,9,7,2,5,3,1,4,2,6,10,12.93
2,3,7,3,1,1,3,1,5,3,5,11.83
5,18,10,1,7,5,3,2,1,5,7,17.21
5,15,3,2,4,2,1,1,0,2,0,15.19
5,20,10,3,1,1,2,1,2,1,2,12.91
1,18,1,1,6,1,5,2,1,1,6,14.74
1,3,5,3,2,2,2,2,2,1,4,15.94
1,14,3,3,4,1,5,4,5,6,20,17.41
4,2,1,3,10,3,5,5,5,3,50,17.13
3,14,2,3,8,3,4,5,1,5,8,16.52
1,11,10,3,0,3,5,1,4,3,0,17.48
2,16,5,3,1,2,3,5,0,3,0,17.51
6,7,6,2,3,2,4,2,2,5,6,14.04
2,11,9,3,0,2,2,2,0,5,0,13.98
7,3,6,3,6,2,2,1,3,6,18,15.7
2,14,2,3,0,4,2,2,5,1,0,14.4
1,6,8,3,7,5,3,5,1,2,7,18.14
6,8,8,3,8,2,3,5,4,1,32,16.22
6,5,6,3,1,3,4,2,0,1,0,16.2
6,2,7,2,5,5,4,1,2,3,10,16.32
7,15,1,1,6,0,2,2,5,1,30,10.51
3,12,9,2,1,1,2,1,3,5,3,14.02
1,17,5,3,4,3,3,3,3,3,12,17.76
4,15,2,3,6,1,1,2,5,1,30,12.06
7,14,8,3,10,0,1,2,4,6,40,15.31
3,20,7,3,0,2,2,4,3,6,0,14.25
5,16,4,1,9,3,3,2,5,6,45,14.14
5,9,3,2,7,4,2,2,4,2,28,16.91
3,1,4,2,4,1,5,3,1,4,4,14.07
7,17,4,2,2,5,1,3,0,4,0,15.65
4,13,10,3,8,4,4,4,1,1,8,19.03
1,10,8,2,2,2,5,5,3,4,6,15.0
1,6,4,3,6,4,4,1,1,2,6,19.16
5,19,5,2,9,3,5,2,0,2,0,15.3
6,13,2,3,6,2,3,4,3,3,18,17.98
4,1,4,2,9,5,3,5,4,3,36,19.18
5,20,7,3,7,4,3,3,3,6,21,15.17
6,15,3,2,9,2,4,1,5,2,45,16.08
6,14,1,1,7,3,4,4,0,1,0,16.77
1,8,8,2,3,1,3,3,3,4,9,13.19
7,10,8,2,0,0,4,2,1,4,0,13.05
2,9,6,3,3,2,3,4,2,3,6,14.16
7,17,7,1,5,5,2,2,1,6,5,13.71
2,9,10,3,9,0,3,4,5,6,45,16.82
3,3,2,3,10,1,1,4,3,1,30,16.56
1,11,5,3,5,5,2,2,5,5,25,14.54
4,10,9,1,6,5,1,3,3,2,18,17.42
2,17,1,2,10,1,3,3,5,4,50,14.48
7,17,3,3,0,0,2,1,0,1,0,15.2
6,11,6,3,9,3,3,1,1,4,9,14.77
2,4,7,3,0,5,4,4,1,3,0,16.95
2,7,6,3,6,4,3,3,3,3,18,18.42
2,14,1,2,3,4,2,2,2,2,6,13.72
4,7,4,3,5,2,5,4,3,1,15,16.98
4,1,8,1,8,5,4,5,3,1,24,18.13
5,4,10,3,1,0,2,1,1,3,1,13.2
6,12,4,2,3,4,1,4,5,1,15,14.99
1,3,7,2,3,2,5,4,2,3,6,17.3
1,13,3,3,6,3,3,2,0,4,0,17.45
1,20,8,3,0,4,2,1,5,2,0,15.11
7,6,1,3,4,2,4,2,2,4,8,15.78
1,11,4,3,10,4,4,2,4,4,40,16.45
4,4,8,2,3,4,2,1,5,3,15,12.23
3,16,4,2,4,0,5,3,3,4,12,12.6
6,7,2,2,8,2,1,3,4,2,32,13.53
1,11,2,2,7,2,4,5,0,3,0,16.95
6,1,4,3,8,1,4,1,3,2,24,17.07
3,7,4,2,6,1,1,4,2,6,12,16.27
3,12,2,3,9,2,5,1,3,2,27,18.29
6,7,7,3,6,5,5,2,1,2,6,20.13
2,7,6,1,1,0,5,1,0,5,0,9.44
2,9,1,3,7,4,4,1,2,1,14,18.81
4,9,3,2,10,3,3,4,5,1,50,14.73
7,2,5,3,1,0,4,4,0,2,0,15.18
2,13,5,2,5,2,2,2,0,4,0,13.36
1,4,10,3,9,0,5,4,2,4,18,18.81
4,12,3,1,3,3,2,4,2,1,6,11.46
4,17,9,1,10,5,4,1,3,3,30,13.58
3,2,1,1,3,2,4,5,4,1,12,14.44
2,18,10,2,5,4,5,3,1,6,5,14.54
3,15,6,3,2,4,1,4,5,3,10,15.74
6,8,9,2,8,5,1,2,0,2,0,16.23
4,1,3,2,3,2,4,2,5,1,15,16.04
1,12,5,3,6,3,5,5,0,2,0,18.59
5,5,8,2,4,1,5,1,2,4,8,12.64
6,8,7,2,5,3,2,5,1,2,5,14.61
5,16,6,3,5,3,3,5,5,1,25,16.97
5,14,10,1,0,3,4,2,5,1,0,13.08
6,13,2,3,2,2,2,5,3,1,6,16.78
5,13,3,2,4,3,5,3,3,2,12,17.87
6,5,4,3,10,2,5,3,0,4,0,16.31
6,16,5,2,10,2,4,4,0,6,0,13.99
1,11,9,2,6,2,1,5,1,2,6,12.96
2,5,6,2,3,3,3,4,3,5,9,16.67
6,13,1,3,7,1,5,3,2,6,14,16.97
3,11,3,2,2,5,2,5,0,6,0,15.23
4,19,7,3,5,5,2,2,4,1,20,15.05
7,3,8,2,5,1,2,2,3,4,15,14.01
2,15,7,2,8,3,4,5,2,3,16,14.65
2,7,5,2,3,1,1,4,3,1,9,13.61
2,7,10,1,6,3,3,4,5,1,30,14.9
1,6,8,3,9,2,2,2,1,2,9,15.06
6,3,9,3,0,4,2,4,4,2,0,14.65
1,13,7,3,10,0,5,2,2,3,20,13.58
6,7,9,3,0,5,1,1,2,2,0,14.96
1,5,1,2,1,3,5,2,0,5,0,13.74
1,18,9,3,3,2,4,1,1,3,3,17.58
4,8,3,2,5,4,4,5,1,4,5,17.05
3,17,6,3,3,2,3,1,2,3,6,15.02
1,20,8,2,5,0,4,3,3,6,15,14.67
4,1,3,3,1,5,3,4,2,4,2,16.2
5,14,4,3,8,1,5,1,2,6,16,18.33
3,17,7,3,10,1,2,3,2,4,20,19.13
1,10,7,2,2,2,2,3,2,3,4,13.57
2,16,9,2,0,2,4,2,2,6,0,12.11
5,14,3,3,7,1,1,3,3,4,21,16.44
4,8,8,1,10,4,2,4,5,2,50,14.65
5,10,4,2,4,0,4,1,4,6,16,13.45
3,17,7,2,6,1,2,2,0,5,0,12.77
1,18,4,3,2,5,1,4,4,4,8,15.01
1,20,1,1,8,5,4,3,3,1,24,16.92
2,17,1,2,7,0,3,1,1,1,7,12.72
4,16,2,2,0,2,3,3,3,1,0,12.32
2,19,6,3,1,1,5,3,1,1,1,17.51
5,8,10,2,1,0,5,2,0,2,0,11.91
7,6,5,1,2,1,4,2,5,2,10,14.63
2,6,2,1,1,4,5,3,3,1,3,13.74
3,9,8,2,0,4,4,4,2,1,0,14.21
1,4,9,3,10,5,1,3,2,3,20,17.81
7,12,9,3,5,0,4,5,5,1,25,16.36
2,17,4,1,6,4,1,4,3,1,18,13.8
4,15,7,3,9,3,3,4,3,3,27,16.97
3,7,5,3,1,0,1,2,1,1,1,15.9
2,10,3,3,6,1,2,2,3,1,18,16.32
1,16,9,2,1,2,5,1,5,6,5,14.95
2,12,10,2,1,2,4,4,2,6,2,13.17
5,7,5,3,5,1,3,5,4,5,20,16.95
2,18,6,1,5,4,5,2,3,2,15,16.52
3,15,3,2,7,2,1,2,0,4,0,13.15
7,6,10,1,4,1,5,2,5,5,20,11.74
1,11,9,2,9,3,2,2,5,1,45,16.41
4,3,10,1,3,0,5,5,2,5,6,12.09
2,6,5,1,9,4,2,5,3,5,27,16.58
7,18,3,2,7,2,5,4,1,1,7,15.94
1,16,6,3,0,5,3,2,4,4,0,17.03
3,20,8,1,0,4,3,3,4,1,0,12.66
1,11,2,2,5,3,3,3,5,5,25,13.8
7,10,6,2,9,3,2,3,0,3,0,14.65
1,12,7,3,0,3,4,2,4,3,0,14.47
1,6,7,3,9,5,5,3,1,3,9,20.93
1,20,3,1,2,4,2,5,0,5,0,12.93
5,5,9,2,4,4,4,2,1,5,4,16.82
5,9,2,2,4,5,3,3,3,2,12,14.35
2,14,2,2,2,2,3,5,3,6,6,13.3
1,8,9,3,8,2,4,1,3,2,24,14.67
4,20,4,2,0,2,4,1,4,1,0,11.62
2,19,2,3,0,0,1,5,3,3,0,13.24
2,7,4,3,7,5,1,4,3,6,21,16.35
3,5,10,2,5,4,3,4,5,2,25,17.81
1,18,6,3,3,5,5,4,0,4,0,18.39
1,2,5,3,6,1,2,1,4,4,24,16.77
6,11,3,1,5,1,5,4,1,4,5,12.86
4,8,10,2,8,0,5,4,4,3,32,13.46
2,1,8,3,5,1,2,1,5,6,25,16.64
2,12,8,3,1,2,3,5,0,3,0,16.28
6,18,3,2,8,0,3,4,0,4,0,13.53
7,7,1,2,6,0,4,1,2,5,12,11.14
7,17,5,2,5,3,4,2,0,3,0,17.55
5,14,1,2,4,1,2,2,0,6,0,14.26
5,7,6,2,2,4,2,3,0,3,0,16.08
5,3,7,3,3,3,1,2,1,6,3,13.7
4,6,5,3,0,5,5,4,1,1,0,14.95
4,20,4,3,4,2,5,5,0,5,0,17.34
3,2,2,1,6,3,5,4,2,2,12,18.22
3,17,5,3,1,2,5,3,2,6,2,17.9
5,12,9,2,10,4,1,2,4,6,40,13.22
6,12,4,2,7,4,4,3,0,4,0,15.02
4,10,6,2,5,5,2,4,3,4,15,18.21
6,3,8,1,9,3,3,4,2,5,18,17.52
4,18,9,2,1,2,4,4,3,1,3,15.08
4,13,7,3,7,4,1,4,0,1,0,17.09
2,17,5,3,6,2,2,5,4,3,24,16.84
7,10,7,3,9,5,1,3,0,2,0,17.7
7,11,5,3,8,1,5,1,1,2,8,17.12
7,6,9,3,7,0,5,5,1,5,7,19.53
1,9,3,2,7,5,3,2,5,2,35,14.61
1,15,3,3,6,4,2,1,4,3,24,15.77
4,2,8,1,9,1,4,2,4,4,36,13.88
5,4,10,3,4,0,3,1,4,1,16,11.45
3,5,6,3,8,5,5,5,2,5,16,19.55
3,17,10,3,10,0,4,2,3,2,30,18.34
4,8,2,2,10,1,4,5,5,1,50,15.48
6,12,2,2,2,3,3,3,3,5,6,15.47
5,8,2,2,5,1,3,3,2,5,10,15.58
4,19,5,1,2,5,5,2,5,6,10,14.05
5,3,5,2,5,3,2,2,1,6,5,14.29
5,18,1,2,7,4,1,5,0,5,0,15.2
5,19,2,2,8,0,3,3,4,1,32,14.23
4,19,2,3,1,2,2,2,1,6,1,12.79
7,15,4,3,5,1,1,2,5,2,25,14.37
3,6,7,1,2,2,5,2,3,5,6,11.67
3,16,3,1,6,4,4,3,0,6,0,14.35
7,8,5,2,10,1,2,2,4,2,40,13.29
5,16,9,2,3,2,4,5,0,4,0,14.72
2,20,9,2,9,3,1,4,2,4,18,16.52
4,16,1,2,5,4,2,1,3,1,15,17.64
7,7,5,2,7,5,1,2,4,5,28,17.66
6,17,8,2,1,5,2,4,3,3,3,17.08
4,17,5,3,3,5,3,3,3,2,9,18.01
7,12,6,3,10,1,4,5,3,1,30,18.53
5,13,8,2,3,1,5,5,3,1,9,14.73
2,7,3,2,3,1,1,3,2,1,6,11.46
1,14,9,1,10,4,3,2,1,5,10,16.21
1,1,5,2,4,5,3,4,4,6,16,16.78
6,17,5,1,4,0,5,1,4,4,16,14.19
5,4,9,2,7,0,3,3,2,6,14,16.4
2,5,10,2,3,0,2,1,1,2,3,9.93
5,20,3,3,5,2,2,4,1,5,5,16.87
2,7,4,1,6,0,5,5,3,1,18,16.53
6,10,7,2,7,0,4,4,1,4,7,17.45
6,17,2,1,8,4,4,1,4,2,32,16.88
5,1,5,3,7,5,5,2,2,4,14,17.07
4,7,1,3,3,1,1,1,3,1,9,11.56
1,11,3,1,3,1,3,3,1,4,3,15.13
5,9,9,3,9,1,2,1,2,5,18,16.04
1,12,5,3,10,5,2,5,2,5,20,18.59
4,3,8,2,4,4,1,5,2,3,8,18.42
3,4,1,2,2,4,3,2,4,3,8,13.33
3,4,7,3,1,0,4,5,3,3,3,16.27
3,13,7,2,1,3,2,4,0,3,0,14.68
3,19,8,2,8,4,4,2,3,1,24,15.5
2,5,1,3,5,3,5,4,1,6,5,16.09
7,7,9,3,8,4,5,3,5,3,40,19.43
7,16,1,3,4,5,3,1,3,6,12,16.24
7,1,6,3,9,4,2,5,4,4,36,15.91
4,2,2,3,7,3,3,5,3,6,21,17.4
6,7,4,3,2,2,1,4,1,4,2,16.08
6,11,2,3,8,0,4,4,3,3,24,15.33
2,13,4,1,10,2,2,4,4,6,40,12.85
3,2,2,3,0,2,2,2,2,4,0,15.81
3,7,1,3,2,5,3,5,4,3,8,17.97
3,15,3,3,0,0,5,1,4,1,0,14.12
1,11,8,3,0,3,4,1,4,4,0,15.36
5,2,5,3,5,1,4,1,0,5,0,13.81
1,7,4,3,3,4,2,2,5,4,15,18.4
5,4,5,2,9,5,2,2,3,3,27,15.39
3,2,6,1,4,0,1,2,2,1,8,13.59
1,16,5,2,2,2,3,4,2,2,4,13.82
1,7,6,2,1,1,1,1,5,5,5,14.02
5,13,9,2,9,2,5,4,0,6,0,18.12
6,5,5,2,7,4,1,2,1,5,7,14.61
5,17,6,3,10,0,1,1,5,3,50,13.72
1,12,4,2,6,1,5,3,2,4,12,16.27
4,19,3,3,9,3,3,4,1,2,9,18.36
1,7,6,3,3,3,4,3,1,3,3,15.48
4,6,5,2,1,0,1,5,3,1,3,15.45
2,8,4,2,8,0,3,4,0,4,0,16.04
1,13,5,3,7,5,5,1,4,1,28,19.63
2,5,7,3,3,2,3,1,4,1,12,14.21
5,9,1,1,4,4,4,1,2,3,8,16.33
4,11,1,2,9,0,5,4,2,1,18,15.7
5,6,2,1,5,1,5,2,0,2,0,14.23
2,7,9,2,3,5,1,2,3,4,9,15.0
4,7,5,2,1,0,3,1,2,2,2,11.65
5,19,9,3,4,0,4,5,5,4,20,14.19
3,11,7,3,0,1,1,5,5,5,0,15.45
2,11,6,3,6,3,1,3,5,3,30,18.56
2,2,3,3,2,3,2,3,2,6,4,14.16
7,19,5,2,5,5,3,5,1,6,5,18.53
2,4,4,2,8,1,1,4,0,3,0,15.85
4,6,6,3,10,5,3,5,4,1,40,18.0
4,5,8,2,5,3,4,5,5,1,25,15.89
3,7,3,1,2,2,2,5,4,6,8,11.34
7,9,4,3,8,4,3,5,1,2,8,19.53
2,1,2,1,6,2,4,4,4,6,24,16.32
6,6,10,2,5,3,2,4,3,3,15,16.44
2,18,10,3,10,4,1,3,1,1,10,19.33
2,10,2,3,10,1,3,2,3,5,30,18.74
1,1,7,2,5,5,1,2,5,1,25,13.12
6,1,6,2,5,0,3,2,3,3,15,15.37
7,13,8,2,3,4,3,1,4,3,12,14.49
7,5,9,3,7,3,1,1,3,4,21,16.49
7,20,8,2,9,4,4,3,0,6,0,19.11
4,1,5,1,7,3,1,4,3,6,21,14.46
4,20,8,1,8,0,3,1,1,4,8,12.39
5,3,10,2,5,5,1,3,4,2,20,14.25
6,18,10,2,1,2,1,5,5,2,5,16.42
7,9,9,3,3,5,3,1,2,1,6,16.6
4,14,8,2,3,3,2,4,5,4,15,13.62
5,17,2,1,7,3,4,5,2,6,14,16.33
1,14,2,2,4,0,3,5,1,2,4,13.86
5,4,3,3,3,0,2,5,2,2,6,13.65
4,5,7,1,7,1,1,5,4,5,28,12.59
3,17,9,3,2,5,2,2,1,2,2,16.17
3,2,8,2,1,5,3,4,4,6,4,16.8
7,5,9,3,3,0,3,3,2,5,6,15.89
3,4,6,1,10,4,1,1,5,5,50,13.39
7,6,4,3,0,2,5,2,0,1,0,14.75
3,13,6,2,10,3,5,1,3,6,30,15.2
7,5,8,3,0,2,5,4,1,4,0,17.94
1,20,2,2,7,4,3,1,2,3,14,17.27
5,1,2,2,7,1,2,3,5,2,35,12.65
5,14,6,3,1,0,1,5,0,1,0,16.04
4,4,7,1,2,4,5,4,5,4,10,14.94
3,17,2,3,2,1,5,1,1,3,2,16.69
3,14,5,1,0,3,3,2,5,6,0,14.66
7,16,6,1,10,0,2,2,4,2,40,14.27
2,14,4,3,2,5,4,5,0,4,0,18.46
7,16,1,1,7,1,3,1,0,3,0,11.55
1,20,3,3,5,4,3,5,0,1,0,18.83
6,8,10,3,4,4,3,1,2,6,8,16.45
5,3,9,3,9,5,2,4,4,1,36,17.05
7,19,6,3,8,2,3,2,0,5,0,16.29
2,1,2,3,6,4,1,3,5,5,30,19.01
2,2,9,2,5,4,1,5,5,5,25,13.11
7,15,4,3,4,0,5,4,5,6,20,15.54
4,10,8,1,4,4,5,2,2,3,8,14.35
5,18,10,2,9,2,2,4,2,6,18,18.05
4,14,7,2,8,4,4,3,2,5,16,19.54
6,17,3,3,9,2,5,1,1,6,9,16.77
2,13,8,1,5,3,5,1,5,2,25,14.24
2,1,4,2,10,2,5,4,2,3,20,18.49
6,13,5,2,3,1,3,5,3,1,9,14.89
2,14,1,3,3,5,5,4,1,2,3,15.65
6,3,8,3,10,1,2,1,0,1,0,17.3
5,15,8,2,5,3,3,4,2,5,10,14.3
3,19,3,1,0,0,3,2,5,3,0,11.74
2,17,1,3,8,3,2,2,1,2,8,15.48
1,3,4,2,1,3,4,1,1,6,1,16.12
5,16,9,1,1,4,5,4,4,4,4,17.8
7,14,9,2,4,4,1,4,0,1,0,13.02
4,11,6,2,2,2,1,1,5,6,10,11.43
5,17,7,3,4,4,3,5,1,5,4,17.02
7,8,7,2,6,0,3,2,1,4,6,16.62
2,17,8,3,9,0,3,1,0,1,0,14.37
6,20,8,1,1,1,5,1,5,3,5,11.37
5,2,2,3,3,5,3,3,2,1,6,18.37
2,10,4,3,1,0,3,5,3,4,3,13.82
1,10,4,3,0,1,3,5,5,1,0,13.98
4,11,10,3,7,4,5,1,2,1,14,17.72
5,4,3,1,9,3,4,3,1,3,9,15.4
5,12,3,3,1,4,3,4,0,2,0,14.49
3,13,1,3,2,0,2,5,4,1,8,14.47
1,5,8,3,6,3,2,3,0,2,0,17.06
4,6,9,3,1,1,2,3,4,1,4,12.97
2,6,8,3,3,2,4,1,4,1,12,17.72
2,18,5,3,9,5,1,1,0,2,0,15.39
1,9,1,3,0,0,5,1,3,2,0,13.23
4,16,8,3,0,4,3,4,2,1,0,15.54
7,6,5,3,1,0,1,3,3,2,3,11.74
6,6,6,1,4,5,3,3,2,4,8,14.17
4,3,7,3,9,2,2,3,0,3,0,17.3
3,10,7,2,9,2,1,1,2,2,18,13.11
4,1,2,3,1,3,4,2,3,2,3,14.02
4,14,1,2,10,1,3,4,3,3,30,13.26
7,12,5,2,5,3,3,2,4,4,20,15.3
7,6,10,1,9,0,3,4,4,1,36,12.59
7,12,3,1,4,3,4,3,2,2,8,16.8
3,10,6,3,2,0,2,2,5,1,10,13.54
3,18,10,3,9,3,1,3,2,1,18,17.24
1,7,8,2,3,1,5,5,4,4,12,15.09
6,11,5,3,5,3,4,4,0,2,0,19.65
7,4,5,2,4,1,4,4,5,4,20,13.43
4,20,7,3,10,2,2,2,0,1,0,18.81
5,1,10,3,1,3,1,3,0,5,0,13.31
6,13,5,1,3,5,2,2,5,2,15,12.28
6,18,9,2,1,2,4,1,4,2,4,14.3
3,9,6,2,4,3,5,3,0,1,0,14.27
6,9,7,3,2,0,2,1,5,1,10,12.98
7,9,8,2,5,2,3,1,0,1,0,15.18
4,10,5,3,10,4,4,2,4,6,40,17.73
2,6,8,3,1,4,2,5,2,6,2,16.26
4,3,9,2,10,1,2,4,1,1,10,17.61
3,11,1,3,7,3,5,3,3,1,21,18.75
4,6,3,3,5,0,4,2,0,1,0,17.41
2,3,4,3,8,0,2,3,1,4,8,17.52
5,11,7,1,2,2,1,5,0,6,0,13.28
7,15,6,2,10,4,2,2,1,4,10,17.72
3,13,10,2,3,5,2,4,5,2,15,16.62
5,20,10,2,10,0,1,1,5,2,50,13.62
3,10,1,1,7,5,1,4,2,1,14,15.16
1,6,4,2,6,5,3,4,0,5,0,18.09
6,15,6,3,7,0,1,2,5,5,35,14.44
1,18,3,2,8,1,5,4,5,6,40,16.76
4,18,2,3,7,0,3,5,4,1,28,15.3
5,7,2,1,7,0,5,4,2,1,14,15.39
4,15,10,3,5,3,3,1,2,2,10,13.83
6,18,4,3,10,0,3,2,2,4,20,17.15
3,18,1,3,1,3,5,5,0,6,0,17.71
6,20,10,3,6,4,4,2,3,5,18,17.43
2,9,2,1,3,1,4,1,1,3,3,11.41
6,2,10,3,2,5,2,3,1,4,2,16.69
2,8,2,1,3,0,4,5,5,1,15,11.78
6,20,4,2,3,1,2,1,4,3,12,11.75
7,2,4,2,2,5,4,3,3,6,6,15.38
2,11,1,2,8,1,2,1,2,6,16,15.22
5,7,7,2,2,5,2,3,1,3,2,13.54
4,6,7,3,1,5,1,3,0,6,0,13.9
4,10,10,2,0,1,2,2,2,6,0,13.04
1,5,10,3,10,2,5,4,2,2,20,19.08
4,11,10,3,0,3,5,4,5,1,0,13.92
3,1,1,2,4,5,2,1,3,4,12,12.11
7,2,8,2,4,5,5,3,5,5,20,14.74
6,1,10,3,8,5,4,4,3,1,24,20.95
1,19,7,2,3,5,5,1,5,2,15,16.52
3,2,7,2,4,1,1,1,1,6,4,15.21
3,20,6,3,5,5,5,5,1,5,5,19.27
2,4,4,2,9,4,4,2,2,6,18,18.67
4,12,8,2,6,0,4,2,4,1,24,13.28
5,20,2,2,8,5,2,3,2,4,16,17.32
5,18,7,2,5,1,3,4,0,6,0,14.65
1,1,3,2,0,5,4,3,4,3,0,12.77
7,1,3,1,7,1,2,4,1,3,7,11.42
5,14,7,2,1,5,2,4,4,3,4,13.54
6,4,3,2,8,0,5,4,4,3,32,15.22
5,5,5,3,10,5,5,4,1,5,10,19.64
1,11,8,2,6,4,2,4,0,1,0,16.87
6,16,7,1,9,5,2,5,5,3,45,18.15
2,13,7,1,9,1,5,4,3,6,27,17.6
2,6,10,1,9,4,3,2,0,2,0,14.61
2,14,10,2,0,1,4,4,0,6,0,13.22
2,1,9,2,2,4,5,1,3,6,6,14.53
3,17,6,3,8,1,4,2,5,6,40,15.6
7,11,5,1,0,0,4,1,3,6,0,9.15
4,19,1,2,10,4,5,2,5,2,50,18.26
4,5,4,3,9,1,1,4,0,3,0,14.03
7,17,1,2,4,4,5,4,5,4,20,14.19
1,10,3,3,10,0,2,3,1,5,10,13.27
4,11,6,3,4,0,5,3,1,2,4,16.31
6,3,8,3,8,0,2,1,3,2,24,17.03
5,10,2,1,9,1,3,5,0,2,0,16.11
4,10,8,1,5,0,3,3,4,5,20,12.61
1,14,1,3,3,5,1,3,4,6,12,17.33
3,12,2,2,2,1,3,4,0,1,0,14.41
